0,精装套一，干湿分离，12年新小区，位置好,92,单价12264元/平米,万科东郡  | 1室1厅 | 75.02平米 | 南 | 精装 | 有电梯,18人关注 / 共6次带看 / 3个月以前发布,高楼层(共24层)2014年建板楼  -  即墨,VR房源房本满两年随时看房
0,经典套二  南北通透格局 采光好,127,单价14672元/平米,一中小区  | 2室1厅 | 86.56平米 | 南 北 | 精装 | 无电梯,21人关注 / 共23次带看 / 1个月以前发布,低楼层(共7层)2003年建板楼  -  香江路,VR房源房本满两年
0,怡和嘉园北区 精装修  交通便利 新小区,130,单价15145元/平米,怡和嘉园北区  | 2室1厅 | 85.84平米 | 南 北 | 精装,16人关注 / 共11次带看 / 1个月以前发布,中楼层(共24层)2011年建板楼  -  薛家岛,VR房源房本满五年
0,万达广场  经典正规套二   楼层好 随时看房,190,单价22801元/平米,万达中央公馆  | 2室1厅 | 83.33平米 | 南 北 | 简装 | 有电梯,26人关注 / 共14次带看 / 5天以前发布,高楼层(共31层)2013年建板楼  -  李沧万达,近地铁VR房源房本满两年随时看房
0,怡和嘉园，70年产权  南北卧，西厅，采光好,130,单价14445元/平米,怡和嘉园北区  | 2室1厅 | 90平米 | 北 南 | 精装 | 有电梯,26人关注 / 共11次带看 / 8天以前发布,低楼层(共22层)2011年建板楼  -  薛家岛,VR房源房本满五年
0,15年小区 明厨 明卫户型 生活方便 交通便利,130,单价15336元/平米,来仪凤仪帝景  | 2室1厅 | 84.77平米 | 南 北 | 精装 | 有电梯,47人关注 / 共82次带看 / 31天以前发布,低楼层(共33层)2015年建塔楼  -  唐岛湾,VR房源房本满两年随时看房
0,磊鑫伊顿阳光套二户型 86.34平130万可塑性强 视野棒,128,单价14826元/平米,磊鑫伊顿阳光  | 2室2厅 | 86.34平米 | 南 北 | 毛坯,15人关注 / 共12次带看 / 3个月以前发布,低楼层(共18层)2015年建板楼  -  夏庄,VR房源房本满两年随时看房
0,卓越蔚蓝群岛 2室2厅 120万,120,单价12893元/平米,卓越蔚蓝群岛  | 2室2厅 | 93.08平米 | 东 西 北 | 其他 | 有电梯,5人关注 / 共3次带看 / 9天以前发布,中楼层(共7层)2012年建板楼  -  女姑,VR房源
0,全明户型，格局好 套二户型，客厅厨房带阳台,100,单价13560元/平米,长江新村  | 2室1厅 | 73.75平米 | 南 | 简装,46人关注 / 共50次带看 / 1个月以前发布,中楼层(共6层)1994年建板楼  -  香江路,VR房源房本满五年随时看房
0,山水名园三期 多层三居室 楼层合适 户型方正带车位,550,单价43094元/平米,山水名园三期  | 3室2厅 | 127.63平米 | 南 北 | 精装 | 无电梯,3人关注 / 共4次带看 / 8天以前发布,中楼层(共6层)2010年建板楼  -  石老人,VR房源房本满五年
0,观澜国际 2室2厅 92万,92,单价11795元/平米,观澜国际  | 2室2厅 | 78平米 | 南 | 精装 | 有电梯,2人关注 / 共0次带看 / 1个月以前发布,中楼层(共32层)2017年建塔楼  -  即墨,
0,星河城三期20万装修套三，总价低,128,单价14291元/平米,银盛泰·星河城三期  | 3室1厅 | 89.57平米 | 南 北 | 精装,13人关注 / 共6次带看 / 6天以前发布,中楼层(共15层)板楼  -  胶南,VR房源房本满两年
0,天一畔城 美林居 好楼层视野开阔 交通便利,129,单价11584元/平米,天一畔城·美林居  | 3室2厅 | 111.37平米 | 南 北 | 毛坯,9人关注 / 共2次带看 / 21天以前发布,高楼层(共18层)2004年建板塔结合  -  胶南,VR房源随时看房
0,千禧银杏苑 精装套二 南北通透 全明户型 14年建成,140,单价15772元/平米,千禧银杏苑  | 2室1厅 | 88.77平米 | 南 北 | 精装 | 有电梯,11人关注 / 共14次带看 / 13天以前发布,低楼层(共18层)2014年建板楼  -  香江路,VR房源随时看房
0,精装修 南北通透大两居  看好即可拎包入住,188,单价20610元/平米,海尔地产·山海湾  | 2室1厅 | 91.22平米 | 南 北 | 精装 | 有电梯,39人关注 / 共20次带看 / 8个月以前发布,高楼层(共30层)2012年建板楼  -  薛家岛,VR房源房本满两年随时看房
0,保利海上罗兰 精装套二 海景房 拎包入住 不靠路,143,单价16102元/平米,保利海上罗兰  | 2室2厅 | 88.81平米 | 南 | 精装 | 有电梯,25人关注 / 共3次带看 / 21天以前发布,中楼层(共26层)2015年建板楼  -  胶南,近地铁VR房源房本满两年
0,全明户型 南北通透 不临街 不靠路 随时可看,138,单价23202元/平米,实验小区  | 2室1厅 | 59.48平米 | 南 北 | 简装 | 无电梯,16人关注 / 共9次带看 / 8天以前发布,中楼层(共6层)1993年建板楼  -  四方实验小区,近地铁VR房源房本满五年
0,万科蓝山一期 精装套二 无遮挡采光好 有钥匙 品质小区,269,单价31801元/平米,万科蓝山一期  | 2室1厅 | 84.59平米 | 南 | 精装 | 有电梯,14人关注 / 共5次带看 / 13天以前发布,低楼层(共28层)2012年建板楼  -  错埠岭,近地铁VR房源随时看房
0,城阳东方城商圈 中铁套二精装修带家具家电全欢迎咨询,138,单价16498元/平米,中铁华胥美邦  | 2室2厅 | 83.65平米 | 南 | 精装 | 有电梯,12人关注 / 共22次带看 / 1个月以前发布,高楼层(共16层)2012年建板楼  -  流亭,VR房源房本满两年随时看房
0,太阳岛 三居室 新小区 交通便利 生活方便,255,单价23832元/平米,青建太阳岛  | 2室2厅 | 107平米 | 南 西 北 | 精装 | 有电梯,14人关注 / 共11次带看 / 3个月以前发布,低楼层(共26层)2014年建板塔结合  -  新都心,近地铁VR房源随时看房
